epoch,g_total,g_adv,g_recon,d_loss,val_l1,val_edge,val_ssim,val_score
98,6.552091,1.000790,5.551301,1.098082,0.178662,0.345815,0.157908,1.141789
99,6.580475,1.054935,5.525540,1.034280,0.178643,0.358483,0.168538,1.135574
100,6.453701,0.985214,5.468487,1.111437,0.181274,0.361222,0.188139,1.119563
101,6.518515,0.996413,5.522101,1.080524,0.172901,0.340617,0.173893,1.118224
102,6.589939,1.079632,5.510306,1.025149,0.180977,0.379921,0.173217,1.140732
103,6.500808,1.083310,5.417498,0.996683,0.171139,0.342496,0.181640,1.109372
104,6.441275,1.010623,5.430652,1.055849,0.177025,0.342632,0.186679,1.110267
105,6.405972,0.911973,5.493999,1.099376,0.186010,0.355332,0.190087,1.120289
106,6.453694,0.908863,5.544831,1.084738,0.182459,0.374853,0.172218,1.141440
107,6.442984,0.970732,5.472252,0.987168,0.186784,0.370434,0.179599,1.136837
108,6.288878,0.916731,5.372147,1.111438,0.188821,0.378133,0.186490,1.134677
109,6.407205,0.900162,5.507043,1.104911,0.180337,0.363315,0.175690,1.131807
110,6.331526,0.912441,5.419085,0.973554,0.179772,0.359611,0.174689,1.130947
111,6.312052,0.922873,5.389179,0.971766,0.176818,0.351286,0.173458,1.126311
112,6.240374,0.874866,5.365508,0.993955,0.173147,0.344887,0.174961,1.118897
113,6.249331,0.793252,5.456079,1.048045,0.179253,0.356772,0.184508,1.119615
114,6.169456,0.827426,5.342030,0.972057,0.177068,0.350217,0.179045,1.120599
115,6.224040,0.816577,5.407462,0.998207,0.177132,0.348154,0.173741,1.125245
116,6.101301,0.840607,5.260694,0.910661,0.178927,0.362765,0.176829,1.129066
117,6.207648,0.725861,5.481788,1.093877,0.178699,0.364264,0.180605,1.125587
118,6.093707,0.757733,5.335975,0.981464,0.181451,0.363081,0.170100,1.138430
119,6.067955,0.729787,5.338168,0.962797,0.183961,0.364582,0.177474,1.134090
120,6.083036,0.776402,5.306634,0.916688,0.177017,0.354931,0.178660,1.122583
121,6.122221,0.736992,5.385229,0.995791,0.179638,0.362053,0.173790,1.132567
122,6.043904,0.768576,5.275329,0.912669,0.182667,0.365937,0.173667,1.137078
123,6.083810,0.747310,5.336499,0.921238,0.181548,0.351641,0.170366,1.134257
124,6.114106,0.705395,5.408711,0.979344,0.176701,0.358350,0.160306,1.141816
125,6.028586,0.763095,5.265491,0.870959,0.184948,0.362188,0.172019,1.139694
126,6.082651,0.718759,5.363892,0.953946,0.177883,0.359345,0.176890,1.126764
127,6.024014,0.755108,5.268906,0.891779,0.180010,0.359466,0.175562,1.130261
128,6.042792,0.736349,5.306443,0.912586,0.183951,0.360581,0.169155,1.140999
129,6.053336,0.725402,5.327934,0.924638,0.177549,0.359783,0.168838,1.134635
130,5.999275,0.732811,5.266464,0.887022,0.177520,0.356753,0.171972,1.130412
131,5.991827,0.767376,5.224451,0.837635,0.178865,0.354863,0.169063,1.134004
132,5.982299,0.749140,5.233159,0.869629,0.177632,0.355466,0.176955,1.125090
133,5.993367,0.735672,5.257695,0.863216,0.175167,0.358255,0.186679,1.113877
134,6.023956,0.767182,5.256774,0.854531,0.176232,0.358678,0.186800,1.114970
135,6.028683,0.767455,5.261227,0.856574,0.177439,0.357961,0.180302,1.122424
136,5.966363,0.733354,5.233009,0.867334,0.183852,0.355920,0.163799,1.144625
137,5.976914,0.724693,5.252222,0.868200,0.177730,0.359961,0.180117,1.123599
138,5.977903,0.732072,5.245831,0.885432,0.178075,0.360138,0.178083,1.126040
139,6.029584,0.734164,5.295421,0.892788,0.182949,0.359184,0.169871,1.138792
140,6.018763,0.744981,5.273782,0.880165,0.178439,0.359166,0.185843,1.118304
