epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
105,8.310724,0.525422,4.955314,0.191658,0.124935,0.204238,9.919395,0.142800,0.061053,1.452907,0.189112,0.373511,0.208383,0.195292,0.066897,0.193474,1.243154
106,8.311850,0.494230,5.000874,0.191891,0.125274,0.204479,9.811533,0.145070,0.059782,1.462906,0.195256,0.369590,0.208047,0.207003,0.065729,0.171752,1.275453
107,8.346177,0.543285,4.992403,0.191186,0.127834,0.206890,9.785738,0.142828,0.057283,1.448534,0.184582,0.361283,0.204259,0.193631,0.064793,0.193182,1.233819
108,8.318321,0.544656,4.954676,0.190484,0.125007,0.204605,9.891737,0.141111,0.059516,1.411289,0.180965,0.344062,0.198759,0.200262,0.077747,0.202733,1.226782
109,8.289062,0.486966,4.966383,0.191697,0.125333,0.205418,9.966981,0.141632,0.058772,1.486461,0.196602,0.352868,0.203520,0.229884,0.073006,0.157580,1.302409
110,8.239996,0.512166,4.920853,0.189528,0.126592,0.206478,9.868303,0.134526,0.058721,1.433069,0.196212,0.374464,0.211317,0.209359,0.064879,0.158164,1.292304
111,8.231218,0.482264,4.911763,0.189188,0.125582,0.205775,10.029655,0.138587,0.061276,1.473772,0.187652,0.363531,0.205662,0.203704,0.064556,0.188718,1.246973
112,8.208832,0.469108,4.920795,0.188334,0.125265,0.204934,9.970084,0.135529,0.060896,1.465373,0.196383,0.345336,0.199555,0.222175,0.077458,0.180208,1.275927
113,8.217083,0.503525,4.927166,0.186986,0.126700,0.206031,9.809840,0.130847,0.060415,1.447568,0.195116,0.355466,0.203291,0.214687,0.068444,0.184066,1.264745
114,8.204018,0.508966,4.877891,0.186583,0.124660,0.204516,10.086067,0.128581,0.058257,1.421438,0.193928,0.361087,0.205576,0.219400,0.064446,0.170726,1.278570
115,8.162970,0.472729,4.878014,0.186722,0.126239,0.206366,10.026768,0.129415,0.056499,1.453094,0.193511,0.360933,0.206222,0.209934,0.064980,0.182362,1.262192
116,8.171180,0.477525,4.857009,0.187166,0.125048,0.205311,10.175631,0.129551,0.059111,1.451037,0.205682,0.384392,0.213629,0.226206,0.072477,0.164834,1.310002
117,8.242404,0.501613,4.909466,0.186635,0.126807,0.206963,10.120745,0.128562,0.060673,1.443391,0.192944,0.359077,0.203957,0.217112,0.070939,0.171202,1.278819
118,8.168444,0.479338,4.882782,0.185645,0.126867,0.206539,10.061525,0.123848,0.056063,1.408383,0.190569,0.370095,0.208339,0.205650,0.064488,0.186296,1.255018
119,8.172746,0.485841,4.859921,0.185148,0.125595,0.205775,10.207859,0.124514,0.057012,1.417489,0.187137,0.360156,0.206189,0.203718,0.070696,0.179515,1.258553
120,8.156527,0.474661,4.852704,0.184902,0.126069,0.206299,10.249537,0.122094,0.055995,1.396202,0.196473,0.359916,0.205530,0.221981,0.065500,0.145868,1.307623
121,8.141867,0.481070,4.853997,0.183891,0.126695,0.206578,10.099056,0.123717,0.056231,1.410090,0.191290,0.366593,0.207428,0.207263,0.063751,0.176095,1.265511
122,8.154310,0.493560,4.824098,0.183380,0.126338,0.206713,10.312115,0.122386,0.057045,1.372021,0.207658,0.375410,0.211000,0.235566,0.066396,0.144764,1.331189
123,8.146914,0.493772,4.839376,0.183568,0.126745,0.206658,10.181267,0.119801,0.056975,1.380438,0.200905,0.368854,0.208510,0.224438,0.069838,0.165471,1.298331
124,8.162785,0.471556,4.874912,0.184217,0.127370,0.207339,10.165881,0.121441,0.056110,1.389014,0.194039,0.361930,0.206444,0.215745,0.068639,0.176499,1.273729
125,8.144373,0.509196,4.804146,0.182808,0.125496,0.206255,10.320124,0.119251,0.057383,1.322582,0.200774,0.368050,0.209348,0.223607,0.066287,0.150941,1.310399
126,8.125691,0.497151,4.824347,0.181939,0.126800,0.206770,10.197993,0.115608,0.055646,1.349586,0.195730,0.363987,0.207458,0.219385,0.066617,0.158082,1.295139
127,8.108923,0.494068,4.800519,0.182187,0.126525,0.206952,10.263266,0.114970,0.055704,1.335394,0.197562,0.366988,0.206811,0.221247,0.064046,0.153078,1.301888
128,8.101597,0.490721,4.803985,0.182244,0.126377,0.206885,10.201389,0.115322,0.056820,1.334822,0.195192,0.362590,0.205768,0.217637,0.067337,0.136585,1.314997
129,8.086833,0.495076,4.804447,0.180896,0.126998,0.206899,10.143642,0.111718,0.055255,1.349235,0.198596,0.362562,0.206299,0.225638,0.070257,0.172851,1.287852
130,8.098986,0.505244,4.784021,0.181835,0.126529,0.206719,10.238045,0.115347,0.055918,1.313862,0.189502,0.364163,0.207286,0.206279,0.070579,0.163128,1.279484
131,8.077323,0.489461,4.792796,0.181291,0.126896,0.206638,10.158495,0.114028,0.056702,1.321360,0.198582,0.361280,0.206311,0.231918,0.068713,0.158179,1.304572
132,8.113426,0.512818,4.786729,0.181532,0.126159,0.206256,10.300331,0.113785,0.055111,1.301019,0.197769,0.363540,0.206784,0.227675,0.068225,0.169665,1.290395
133,8.080866,0.486245,4.783191,0.181527,0.126665,0.206465,10.290270,0.113545,0.054192,1.312626,0.196788,0.365447,0.207804,0.220850,0.068417,0.171637,1.284703
134,8.122402,0.499397,4.833932,0.181610,0.127473,0.207421,10.104198,0.114733,0.055293,1.327654,0.191260,0.364182,0.207234,0.206987,0.065888,0.188687,1.253449
135,8.120117,0.510551,4.818772,0.181890,0.127416,0.207223,10.122923,0.113909,0.055044,1.318272,0.193745,0.364185,0.207083,0.216537,0.065967,0.150388,1.299019
136,8.091940,0.499208,4.806382,0.180817,0.127177,0.207375,10.127943,0.111645,0.055743,1.316151,0.196535,0.363403,0.206586,0.219095,0.066128,0.174129,1.279186
137,8.103694,0.516322,4.783093,0.181798,0.126422,0.206598,10.208230,0.114714,0.056185,1.293183,0.196354,0.362786,0.206476,0.220257,0.068712,0.174537,1.280463
138,8.079571,0.502333,4.773788,0.181093,0.126295,0.206550,10.224319,0.114008,0.056170,1.303050,0.196346,0.361436,0.206508,0.222641,0.068065,0.175373,1.280219
139,8.077462,0.503069,4.757819,0.179977,0.126104,0.206279,10.356790,0.111473,0.056841,1.304570,0.189964,0.361313,0.206534,0.209164,0.067974,0.162838,1.279568
140,8.085495,0.509427,4.766973,0.180648,0.126273,0.206662,10.320780,0.109974,0.054412,1.295938,0.193463,0.360762,0.206089,0.214225,0.067290,0.168469,1.279393
