epoch,g_total,g_adv,g_recon,d_loss,val_l1,val_edge,val_ssim,val_score
85,5.850312,0.538017,5.312294,1.662462,0.174733,0.337644,0.123786,1.169122
86,5.784616,0.570569,5.214046,1.598677,0.177309,0.343291,0.156200,1.141260
87,5.879410,0.616744,5.262666,1.650763,0.184573,0.354494,0.109684,1.198962
88,5.642467,0.471733,5.170733,1.621260,0.176582,0.345841,0.103660,1.193967
89,5.759410,0.577878,5.181531,1.639021,0.177783,0.331413,0.120205,1.173572
90,5.752887,0.626936,5.125951,1.607192,0.182572,0.354611,0.119698,1.186988
91,5.801910,0.620653,5.181258,1.657122,0.190542,0.369274,0.111766,1.208022
92,5.690399,0.555015,5.135384,1.651028,0.180384,0.344012,0.129082,1.171706
93,5.726159,0.679900,5.046258,1.564032,0.183247,0.351241,0.117553,1.188628
94,5.603627,0.552074,5.051553,1.647020,0.176151,0.329563,0.127526,1.163972
95,5.654259,0.576042,5.078218,1.692616,0.185634,0.349658,0.097206,1.210808
96,5.639293,0.660480,4.978813,1.541831,0.182746,0.346817,0.099318,1.204814
97,5.560478,0.525146,5.035332,1.638523,0.186546,0.362300,0.127079,1.186272
98,5.563892,0.558182,5.005710,1.626313,0.175869,0.342311,0.141365,1.154313
99,5.502911,0.525973,4.976938,1.607741,0.185192,0.344162,0.127328,1.178321
100,5.503016,0.525146,4.977870,1.648325,0.175957,0.335327,0.149467,1.143855
101,5.430485,0.465591,4.964894,1.653021,0.184429,0.353343,0.107553,1.200547
102,5.473319,0.532853,4.940466,1.622125,0.176568,0.351422,0.119693,1.179873
103,5.344685,0.431593,4.913092,1.613624,0.177728,0.346733,0.124458,1.174627
104,5.344719,0.467737,4.876983,1.615654,0.178681,0.347054,0.096349,1.203800
105,5.346605,0.431966,4.914639,1.676834,0.182807,0.353005,0.101981,1.204378
106,5.333510,0.445879,4.887631,1.669227,0.174036,0.340581,0.118576,1.174664
107,5.290968,0.424767,4.866201,1.692523,0.184054,0.354883,0.101069,1.207194
108,5.207220,0.356347,4.850873,1.693920,0.181218,0.351740,0.118272,1.186054
109,5.236095,0.378763,4.857332,1.690157,0.172490,0.336699,0.136031,1.154304
110,5.268770,0.393727,4.875043,1.714557,0.183290,0.353759,0.122068,1.185038
111,5.165493,0.371890,4.793603,1.667715,0.175357,0.337794,0.124337,1.169248
112,5.204094,0.389708,4.814386,1.689167,0.183661,0.359877,0.102524,1.207094
113,5.170841,0.384865,4.785976,1.671050,0.181047,0.353417,0.112860,1.191883
114,5.162980,0.329888,4.833092,1.712608,0.175702,0.335836,0.121423,1.171821
115,5.152451,0.349709,4.802742,1.703262,0.184470,0.368308,0.110398,1.202980
116,5.170797,0.404885,4.765912,1.664617,0.180002,0.344551,0.126121,1.174474
117,5.127911,0.343483,4.784428,1.680039,0.183412,0.357642,0.119990,1.188598
118,5.112673,0.360942,4.751730,1.654728,0.176948,0.344066,0.135334,1.162037
119,5.155999,0.363565,4.792434,1.689463,0.178870,0.345194,0.105958,1.193730
120,5.109536,0.320696,4.788839,1.676950,0.183481,0.363683,0.116751,1.194019
121,5.122811,0.347982,4.774829,1.668898,0.180966,0.345218,0.118361,1.183431
122,5.093336,0.311772,4.781564,1.708822,0.181836,0.355469,0.120188,1.186062
123,5.116469,0.335584,4.780885,1.687637,0.179008,0.346207,0.118197,1.181984
124,5.031018,0.318624,4.712394,1.628258,0.175492,0.338557,0.121457,1.172529
125,5.058644,0.296823,4.761822,1.685260,0.181809,0.355038,0.117080,1.188993
126,5.079687,0.320009,4.759678,1.677391,0.181630,0.352080,0.114469,1.190390
127,5.054899,0.322467,4.732431,1.648673,0.178847,0.349128,0.128571,1.172470
128,5.067834,0.306683,4.761151,1.667780,0.182717,0.357815,0.118312,1.189641
129,5.058986,0.337860,4.721126,1.641141,0.180253,0.352343,0.123149,1.180424
130,5.038925,0.304686,4.734238,1.651875,0.179973,0.352937,0.125553,1.177948
131,5.114641,0.295896,4.818745,1.729034,0.178519,0.349227,0.123830,1.176918
132,5.023637,0.313116,4.710521,1.625715,0.180502,0.352550,0.115201,1.188694
133,5.028900,0.335630,4.693270,1.618025,0.176939,0.349056,0.127602,1.171506
134,5.027412,0.269129,4.758284,1.677763,0.180971,0.357912,0.129853,1.176387
135,5.081963,0.278931,4.803031,1.723547,0.178846,0.354298,0.125648,1.177202
136,5.046218,0.311506,4.734713,1.664895,0.178788,0.350194,0.128811,1.172545
137,5.052022,0.341201,4.710821,1.631843,0.177660,0.350138,0.130375,1.169833
138,5.025923,0.314348,4.711576,1.630005,0.179280,0.351096,0.123379,1.178785
139,5.027241,0.307570,4.719670,1.639802,0.182248,0.352758,0.117321,1.188392
140,5.034852,0.316578,4.718274,1.627385,0.178731,0.349111,0.125893,1.175026
